cab_type,vendor_id,pickup_datetime,dropoff_datetime,rate_code_id,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,congestion_surcharge,total_amount,payment_type,trip_type,pickup_location_id,dropoff_location_id
yellow,VTS,2018-01-01T00:03:03.000000Z,2018-01-01T00:24:36.000000Z,Standard rate,,,,,2,10.88,31.5,0.5,0.5,3.08,0.0,0.0,0.3,0.0,35.88,Card,na,138,181
yellow,VTS,2018-01-01T00:03:03.000000Z,2018-01-01T00:19:53.000000Z,Standard rate,,,,,1,1.05,11.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,12.3,Cash,na,158,68
yellow,VTS,2018-01-01T00:03:04.000000Z,2018-01-01T00:26:57.000000Z,Standard rate,,,,,1,14.38,39.5,0.5,0.5,4.0,0.0,0.0,0.3,0.0,44.800000000000,Card,na,228,223
yellow,VTS,2018-01-01T00:03:05.000000Z,2018-01-01T00:13:52.000000Z,Standard rate,,,,,2,1.71,9.0,0.5,0.5,2.06,0.0,0.0,0.3,0.0,12.36,Card,na,79,170
yellow,VTS,2018-01-01T00:03:05.000000Z,2018-01-01T00:03:39.000000Z,Standard rate,,,,,2,0.03,2.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,3.800000000000,Cash,na,148,148
yellow,VTS,2018-01-01T00:03:05.000000Z,2018-01-01T00:33:43.000000Z,Standard rate,,,,,1,3.77,19.5,0.5,0.5,1.0,0.0,0.0,0.3,0.0,21.8,Card,na,158,158
yellow,VTS,2018-01-01T00:03:05.000000Z,2018-01-01T00:11:25.000000Z,Standard rate,,,,,1,0.940000000000,7.0,0.5,0.5,2.49,0.0,0.0,0.3,0.0,10.790000000000,Card,na,79,249
yellow,CMT,2018-01-01T00:03:06.000000Z,2018-01-01T00:14:24.000000Z,Standard rate,,,,,1,3.800000000000,13.0,0.5,0.5,4.25,0.0,0.0,0.3,0.0,18.55,Card,na,68,261
green,VTS,2018-01-01T00:03:07.000000Z,2018-01-01T00:10:53.000000Z,Standard rate,,,,,1,1.12,7.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.3,Cash,Street hail,82,129
yellow,CMT,2018-01-01T00:03:07.000000Z,2018-01-01T00:21:48.000000Z,Standard rate,,,,,4,11.3,31.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,32.3,Cash,na,138,216
yellow,CMT,2018-01-01T00:03:07.000000Z,2018-01-01T00:27:54.000000Z,Standard rate,,,,,4,3.9,18.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,19.8,Cash,na,48,148
yellow,CMT,2018-01-01T00:03:07.000000Z,2018-01-01T00:08:20.000000Z,Standard rate,,,,,1,0.3,5.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.3,Cash,na,90,68
green,VTS,2018-01-01T00:03:08.000000Z,2018-01-01T00:03:19.000000Z,JFK,,,,,2,0.01,52.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,52.800000000000,Cash,Street hail,80,80
green,CMT,2018-01-01T00:03:09.000000Z,2018-01-01T00:16:14.000000Z,Standard rate,,,,,1,2.4,11.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,12.8,Cash,Street hail,112,37
yellow,VTS,2018-01-01T00:03:09.000000Z,2018-01-01T00:06:32.000000Z,Standard rate,,,,,1,0.46,4.0,0.5,0.5,1.0,0.0,0.0,0.3,0.0,6.3,Card,na,163,237
yellow,VTS,2018-01-01T00:03:10.000000Z,2018-01-01T00:11:07.000000Z,Standard rate,,,,,1,1.31,7.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.3,Cash,na,209,144
yellow,VTS,2018-01-01T00:03:10.000000Z,2018-01-01T00:35:03.000000Z,Standard rate,,,,,1,4.88,22.0,0.5,0.5,5.82,0.0,0.0,0.3,0.0,29.12,Card,na,246,263
yellow,VTS,2018-01-01T00:03:10.000000Z,2018-01-01T00:36:04.000000Z,JFK,,,,,1,19.22,52.0,0.0,0.5,11.71,5.76,0.0,0.3,0.0,70.27,Card,na,132,166
yellow,VTS,2018-01-01T00:03:10.000000Z,2018-01-01T00:32:14.000000Z,Standard rate,,,,,2,3.27,18.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,19.8,Cash,na,161,68
yellow,VTS,2018-01-01T00:03:11.000000Z,2018-01-01T00:14:16.000000Z,Standard rate,,,,,1,2.33,10.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.3,Cash,na,142,236
yellow,VTS,2018-01-01T00:03:11.000000Z,2018-01-01T00:09:59.000000Z,Standard rate,,,,,1,1.31,7.0,0.5,0.5,2.0,0.0,0.0,0.3,0.0,10.3,Card,na,142,141
yellow,VTS,2018-01-01T00:03:11.000000Z,2018-01-01T00:14:57.000000Z,Standard rate,,,,,2,2.08,10.0,0.5,0.5,2.260000000000,0.0,0.0,0.3,0.0,13.56,Card,na,79,87
yellow,CMT,2018-01-01T00:03:11.000000Z,2018-01-01T00:11:11.000000Z,Standard rate,,,,,1,1.8,8.5,0.5,0.5,2.9,0.0,0.0,0.3,0.0,12.700000000000,Card,na,80,80
green,VTS,2018-01-01T00:03:12.000000Z,2018-01-01T00:32:19.000000Z,Standard rate,,,,,1,6.15,26.5,0.5,0.5,2.0,0.0,0.0,0.3,0.0,29.8,Card,Street hail,66,233
yellow,CMT,2018-01-01T00:03:14.000000Z,2018-01-01T00:32:25.000000Z,Standard rate,,,,,0,5.0,21.5,0.5,0.5,4.55,0.0,0.0,0.3,0.0,27.35,Card,na,114,263
yellow,CMT,2018-01-01T00:03:14.000000Z,2018-01-01T00:15:24.000000Z,Standard rate,,,,,1,3.300000000000,12.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,13.8,Cash,na,209,256
yellow,VTS,2018-01-01T00:03:15.000000Z,2018-01-01T00:18:29.000000Z,Standard rate,,,,,2,2.47,12.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,13.8,Cash,na,161,48
yellow,VTS,2018-01-01T00:03:16.000000Z,2018-01-01T00:22:03.000000Z,Standard rate,,,,,1,4.16,16.5,0.5,0.5,4.45,0.0,0.0,0.3,0.0,22.25,Card,na,142,74
green,VTS,2018-01-01T00:03:17.000000Z,2018-01-01T00:18:59.000000Z,Standard rate,,,,,1,1.96,12.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,13.3,Card,Street hail,42,244
yellow,CMT,2018-01-01T00:03:17.000000Z,2018-01-01T00:15:25.000000Z,Standard rate,,,,,2,1.400000000000,9.0,0.5,0.5,2.05,0.0,0.0,0.3,0.0,12.35,Card,na,249,107
yellow,VTS,2018-01-01T00:03:18.000000Z,2018-01-01T00:31:30.000000Z,Standard rate,,,,,1,8.3,27.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,28.8,Cash,na,264,264
green,VTS,2018-01-01T00:03:19.000000Z,2018-01-01T00:11:42.000000Z,Standard rate,,,,,1,1.630000000000,8.0,0.5,0.5,1.86,0.0,0.0,0.3,0.0,11.16,Card,Street hail,75,166
yellow,CMT,2018-01-01T00:03:19.000000Z,2018-01-01T00:30:31.000000Z,JFK,,,,,1,19.900000000000,52.0,0.0,0.5,11.700000000000,5.76,0.0,0.3,0.0,70.26,Card,na,132,141
yellow,CMT,2018-01-01T00:03:19.000000Z,2018-01-01T00:20:44.000000Z,Standard rate,,,,,1,12.0,33.0,0.5,0.5,10.25,0.0,0.0,0.3,0.0,44.550000000000,Card,na,138,40
yellow,CMT,2018-01-01T00:03:20.000000Z,2018-01-01T00:08:34.000000Z,Standard rate,,,,,1,0.8,5.5,0.5,0.5,1.02,0.0,0.0,0.3,0.0,7.82,Card,na,262,236
yellow,VTS,2018-01-01T00:03:20.000000Z,2018-01-01T00:14:38.000000Z,Standard rate,,,,,1,3.1,12.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,13.3,Cash,na,114,65
yellow,VTS,2018-01-01T00:03:20.000000Z,2018-01-01T00:28:46.000000Z,Standard rate,,,,,1,10.620000000000,32.0,0.5,0.5,6.66,0.0,0.0,0.3,0.0,39.96,Card,na,138,61
yellow,VTS,2018-01-01T00:03:21.000000Z,2018-01-01T00:33:21.000000Z,Standard rate,,,,,1,2.74,19.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,20.3,Cash,na,161,114
yellow,CMT,2018-01-01T00:03:21.000000Z,2018-01-01T00:13:13.000000Z,Standard rate,,,,,1,2.0,9.0,0.5,0.5,1.0,0.0,0.0,0.3,0.0,11.3,Card,na,79,162
yellow,VTS,2018-01-01T00:03:21.000000Z,2018-01-01T00:04:50.000000Z,Standard rate,,,,,3,0.55,3.5,0.5,0.5,0.96,0.0,0.0,0.3,0.0,5.76,Card,na,90,249
yellow,CMT,2018-01-01T00:03:22.000000Z,2018-01-01T00:12:22.000000Z,Standard rate,,,,,4,1.400000000000,8.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,9.3,Cash,na,163,233
yellow,VTS,2018-01-01T00:03:23.000000Z,2018-01-01T00:18:35.000000Z,Standard rate,,,,,1,2.530000000000,12.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,13.8,Cash,na,161,143
yellow,VTS,2018-01-01T00:03:23.000000Z,2018-01-01T00:11:13.000000Z,Standard rate,,,,,1,1.76,8.0,0.5,0.5,2.79,0.0,0.0,0.3,0.0,12.09,Card,na,142,263
yellow,VTS,2018-01-01T00:03:23.000000Z,2018-01-01T00:12:41.000000Z,Standard rate,,,,,2,2.06,9.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.8,Cash,na,24,143
yellow,VTS,2018-01-01T00:03:23.000000Z,2018-01-01T00:07:56.000000Z,Standard rate,,,,,2,0.42,4.5,0.5,0.5,1.0,0.0,0.0,0.3,0.0,6.8,Card,na,79,79
yellow,VTS,2018-01-01T00:03:24.000000Z,2018-01-01T00:41:32.000000Z,Standard rate,,,,,2,13.1,40.0,0.5,0.5,7.5,0.0,0.0,0.3,0.0,48.800000000000,Card,na,132,225
yellow,CMT,2018-01-01T00:03:24.000000Z,2018-01-01T00:27:50.000000Z,Standard rate,,,,,1,1.3,15.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,16.3,Cash,na,249,186
yellow,VTS,2018-01-01T00:03:24.000000Z,2018-01-01T00:35:26.000000Z,JFK,,,,,1,16.09,52.0,0.0,0.5,10.56,0.0,0.0,0.3,0.0,63.36,Card,na,132,229
yellow,VTS,2018-01-01T00:03:24.000000Z,2018-01-01T00:35:28.000000Z,Standard rate,,,,,1,12.06,36.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,37.800000000000,Cash,na,237,228
yellow,VTS,2018-01-01T00:03:25.000000Z,2018-01-01T00:26:13.000000Z,Standard rate,,,,,1,12.9,36.5,0.5,0.5,7.560000000000,0.0,0.0,0.3,0.0,45.36,Card,na,125,42
green,VTS,2018-01-01T00:03:26.000000Z,2018-01-01T00:28:23.000000Z,Standard rate,,,,,1,5.98,21.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,22.8,Cash,Street hail,255,35
yellow,CMT,2018-01-01T00:03:29.000000Z,2018-01-01T00:17:18.000000Z,Standard rate,,,,,1,0.6,9.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.8,Card,na,186,68
yellow,VTS,2018-01-01T00:03:29.000000Z,2018-01-01T00:29:24.000000Z,Standard rate,,,,,1,2.98,17.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,18.3,Cash,na,144,162
yellow,VTS,2018-01-01T00:03:30.000000Z,2018-01-01T00:19:53.000000Z,Standard rate,,,,,1,8.02,24.0,0.5,0.5,5.060000000000,0.0,0.0,0.3,0.0,30.36,Card,na,79,168
yellow,CMT,2018-01-01T00:03:30.000000Z,2018-01-01T00:28:54.000000Z,Standard rate,,,,,1,6.2,22.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,23.3,Cash,na,90,7
yellow,CMT,2018-01-01T00:03:30.000000Z,2018-01-01T00:40:41.000000Z,Standard rate,,,,,0,14.1,42.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,43.300000000000,Cash,na,50,130
yellow,CMT,2018-01-01T00:03:30.000000Z,2018-01-01T00:07:10.000000Z,Standard rate,,,,,0,0.9,5.0,1.0,0.5,0.0,0.0,0.0,0.3,0.0,6.8,Cash,na,249,231
green,VTS,2018-01-01T00:03:31.000000Z,2018-01-01T00:14:05.000000Z,Standard rate,,,,,1,2.530000000000,10.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.8,Cash,Street hail,41,238
yellow,CMT,2018-01-01T00:03:31.000000Z,2018-01-01T00:08:16.000000Z,Standard rate,,,,,1,0.8,5.5,0.5,0.5,0.65,0.0,0.0,0.3,0.0,7.45,Card,na,68,246
yellow,VTS,2018-01-01T00:03:31.000000Z,2018-01-01T00:25:05.000000Z,Standard rate,,,,,1,9.69,28.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,29.8,Cash,na,161,69
yellow,VTS,2018-01-01T00:03:32.000000Z,2018-01-01T00:14:49.000000Z,Standard rate,,,,,1,2.260000000000,10.0,0.5,0.5,2.260000000000,0.0,0.0,0.3,0.0,13.56,Card,na,68,137
green,VTS,2018-01-01T00:03:33.000000Z,2018-01-01T00:23:59.000000Z,Standard rate,,,,,1,6.47,22.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,23.3,Cash,Street hail,66,162
yellow,CMT,2018-01-01T00:03:33.000000Z,2018-01-01T00:11:14.000000Z,Standard rate,,,,,1,1.1,7.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.3,Cash,na,107,68
yellow,CMT,2018-01-01T00:03:33.000000Z,2018-01-01T00:05:37.000000Z,Standard rate,,,,,1,0.4,3.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,4.8,Cash,na,263,263
green,VTS,2018-01-01T00:03:35.000000Z,2018-01-01T00:09:34.000000Z,Standard rate,,,,,1,2.05,8.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,9.8,Cash,Street hail,223,129
yellow,CMT,2018-01-01T00:03:35.000000Z,2018-01-01T00:09:20.000000Z,Standard rate,,,,,1,0.6,5.0,0.5,0.5,1.25,0.0,0.0,0.3,0.0,7.55,Card,na,163,161
yellow,VTS,2018-01-01T00:03:35.000000Z,2018-01-01T00:21:13.000000Z,Standard rate,,,,,1,1.71,12.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,13.3,Card,na,163,164
yellow,VTS,2018-01-01T00:03:35.000000Z,2018-01-01T00:40:31.000000Z,Standard rate,,,,,2,2.49,22.0,0.5,0.5,5.82,0.0,0.0,0.3,0.0,29.12,Card,na,48,170
yellow,VTS,2018-01-01T00:03:35.000000Z,2018-01-01T00:33:15.000000Z,JFK,,,,,1,19.55,52.0,0.0,0.5,10.0,5.76,0.0,0.3,0.0,68.56,Card,na,132,262
yellow,VTS,2018-01-01T00:03:36.000000Z,2018-01-01T00:10:08.000000Z,Standard rate,,,,,1,1.78,7.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.8,Cash,na,236,142
yellow,CMT,2018-01-01T00:03:36.000000Z,2018-01-01T00:10:36.000000Z,Standard rate,,,,,1,0.3,6.0,0.5,0.5,1.45,0.0,0.0,0.3,0.0,8.75,Card,na,142,48
yellow,CMT,2018-01-01T00:03:36.000000Z,2018-01-01T00:10:58.000000Z,Standard rate,,,,,3,1.400000000000,7.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,8.3,Cash,na,142,163
yellow,CMT,2018-01-01T00:03:37.000000Z,2018-01-01T00:18:00.000000Z,Standard rate,,,,,1,2.2,11.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,12.3,Cash,na,234,50
yellow,VTS,2018-01-01T00:03:37.000000Z,2018-01-01T00:18:03.000000Z,Standard rate,,,,,1,2.42,12.5,0.5,0.5,2.0,0.0,0.0,0.3,0.0,15.8,Card,na,142,262
green,VTS,2018-01-01T00:03:38.000000Z,2018-01-01T00:07:36.000000Z,Standard rate,,,,,1,0.63,4.5,0.5,0.5,1.45,0.0,0.0,0.3,0.0,7.25,Card,Street hail,97,25
yellow,VTS,2018-01-01T00:03:38.000000Z,2018-01-01T00:19:55.000000Z,Standard rate,,,,,5,2.59,12.5,0.5,0.5,1.0,0.0,0.0,0.3,0.0,14.8,Card,na,107,50
green,VTS,2018-01-01T00:03:39.000000Z,2018-01-01T00:15:02.000000Z,Standard rate,,,,,1,2.11,10.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.3,Cash,Street hail,42,74
green,VTS,2018-01-01T00:03:40.000000Z,2018-01-01T00:06:35.000000Z,Standard rate,,,,,2,0.5,4.0,0.5,0.5,1.59,0.0,0.0,0.3,0.0,6.890000000000,Card,Street hail,116,244
yellow,CMT,2018-01-01T00:03:40.000000Z,2018-01-01T00:06:41.000000Z,Standard rate,,,,,1,0.4,4.0,0.5,0.5,1.3,0.0,0.0,0.3,0.0,6.600000000000,Card,na,90,68
yellow,CMT,2018-01-01T00:03:40.000000Z,2018-01-01T00:36:55.000000Z,Standard rate,,,,,1,2.4,20.5,0.5,0.5,2.0,0.0,0.0,0.3,0.0,23.8,Card,na,163,48
yellow,VTS,2018-01-01T00:03:40.000000Z,2018-01-01T00:22:07.000000Z,Standard rate,,,,,1,1.650000000000,12.5,0.5,0.5,2.760000000000,0.0,0.0,0.3,0.0,16.55,Card,na,170,246
green,VTS,2018-01-01T00:03:41.000000Z,2018-01-01T00:08:05.000000Z,Standard rate,,,,,1,0.700000000000,5.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.3,Cash,Street hail,7,7
green,VTS,2018-01-01T00:03:42.000000Z,2018-01-01T00:15:43.000000Z,Standard rate,,,,,2,2.510000000000,11.0,0.5,0.5,2.0,0.0,0.0,0.3,0.0,14.3,Card,Street hail,181,195
yellow,CMT,2018-01-01T00:03:42.000000Z,2018-01-01T00:07:31.000000Z,Standard rate,,,,,1,0.9,5.0,0.5,0.5,1.25,0.0,0.0,0.3,0.0,7.55,Card,na,263,262
green,VTS,2018-01-01T00:03:43.000000Z,2018-01-01T00:26:53.000000Z,Standard rate,,,,,1,5.060000000000,19.0,0.5,0.5,4.060000000000,0.0,0.0,0.3,0.0,24.36,Card,Street hail,255,61
green,VTS,2018-01-01T00:03:43.000000Z,2018-01-01T00:11:31.000000Z,Standard rate,,,,,1,2.16,8.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,9.8,Cash,Street hail,181,89
yellow,CMT,2018-01-01T00:03:43.000000Z,2018-01-01T00:06:25.000000Z,Standard rate,,,,,2,0.6,4.0,0.5,0.5,1.06,0.0,0.0,0.3,0.0,6.36,Card,na,238,238
yellow,CMT,2018-01-01T00:03:43.000000Z,2018-01-01T00:07:33.000000Z,Standard rate,,,,,1,0.6,5.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.3,Cash,na,107,170
green,VTS,2018-01-01T00:03:44.000000Z,2018-01-01T00:07:01.000000Z,Standard rate,,,,,1,0.58,4.5,0.5,0.5,1.16,0.0,0.0,0.3,0.0,6.96,Card,Street hail,134,134
green,VTS,2018-01-01T00:03:45.000000Z,2018-01-01T00:07:32.000000Z,Standard rate,,,,,1,0.9,5.0,0.5,0.5,1.26,0.0,0.0,0.3,0.0,7.560000000000,Card,Street hail,181,181
green,VTS,2018-01-01T00:03:45.000000Z,2018-01-01T00:08:12.000000Z,Standard rate,,,,,2,0.8,5.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.3,Cash,Street hail,80,255
yellow,VTS,2018-01-01T00:03:45.000000Z,2018-01-01T00:25:01.000000Z,Standard rate,,,,,4,3.4,16.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,17.3,Card,na,148,162
yellow,CMT,2018-01-01T00:03:45.000000Z,2018-01-01T00:07:31.000000Z,Standard rate,,,,,1,0.3,4.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,5.3,Cash,na,144,144
yellow,VTS,2018-01-01T00:03:45.000000Z,2018-01-01T00:12:26.000000Z,Standard rate,,,,,5,1.47,7.5,0.5,0.5,1.76,0.0,0.0,0.3,0.0,10.56,Card,na,107,224
yellow,CMT,2018-01-01T00:03:46.000000Z,2018-01-01T00:11:48.000000Z,Standard rate,,,,,1,1.400000000000,7.5,0.5,0.5,1.75,0.0,0.0,0.3,0.0,10.55,Card,na,231,87
yellow,CMT,2018-01-01T00:03:46.000000Z,2018-01-01T00:08:42.000000Z,Standard rate,,,,,1,0.700000000000,5.0,0.5,0.5,1.25,0.0,0.0,0.3,0.0,7.55,Card,na,148,79
yellow,VTS,2018-01-01T00:03:46.000000Z,2018-01-01T00:10:13.000000Z,Standard rate,,,,,1,1.55,7.0,0.5,0.5,1.0,0.0,0.0,0.3,0.0,9.3,Card,na,236,162
yellow,VTS,2018-01-01T00:03:48.000000Z,2018-01-01T00:13:19.000000Z,Standard rate,,,,,1,1.84,9.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,10.8,Cash,na,239,41
yellow,VTS,2018-01-01T00:03:48.000000Z,2018-01-01T00:23:22.000000Z,Standard rate,,,,,1,6.7,21.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,22.8,Cash,na,43,17
green,VTS,2018-01-01T00:03:49.000000Z,2018-01-01T00:44:18.000000Z,Standard rate,,,,,1,8.05,31.5,0.5,0.5,8.2,0.0,0.0,0.3,0.0,41.0,Card,Street hail,255,50
yellow,VTS,2018-01-01T00:03:49.000000Z,2018-01-01T00:17:16.000000Z,Standard rate,,,,,6,3.08,12.0,0.5,0.5,2.0,0.0,0.0,0.3,0.0,15.3,Card,na,234,87
yellow,VTS,2018-01-01T00:03:49.000000Z,2018-01-01T00:18:42.000000Z,Standard rate,,,,,2,1.400000000000,10.0,0.5,0.5,2.82,0.0,0.0,0.3,0.0,14.120000000000,Card,na,113,90
yellow,VTS,2018-01-01T00:03:51.000000Z,2018-01-01T00:13:10.000000Z,Standard rate,,,,,2,2.88,10.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,11.8,Cash,na,161,238
yellow,VTS,2018-01-01T00:03:51.000000Z,2018-01-01T00:30:15.000000Z,Standard rate,,,,,1,3.97,18.5,0.5,0.5,3.96,0.0,0.0,0.3,0.0,23.76,Card,na,246,237
green,VTS,2018-01-01T00:03:52.000000Z,2018-01-01T00:27:18.000000Z,Standard rate,,,,,1,8.08,25.0,0.5,0.5,7.890000000000,0.0,0.0,0.3,0.0,34.19,Card,Street hail,49,137
yellow,CMT,2018-01-01T00:03:52.000000Z,2018-01-01T00:10:13.000000Z,Standard rate,,,,,1,2.1,8.5,0.5,0.5,2.45,0.0,0.0,0.3,0.0,12.25,Card,na,231,33
yellow,CMT,2018-01-01T00:03:52.000000Z,2018-01-01T00:17:30.000000Z,Standard rate,,,,,1,1.6,10.5,0.5,0.5,2.35,0.0,0.0,0.3,0.0,14.15,Card,na,148,113
yellow,CMT,2018-01-01T00:03:54.000000Z,2018-01-01T00:07:24.000000Z,Standard rate,,,,,1,0.8,5.0,0.5,0.5,1.25,0.0,0.0,0.3,0.0,7.55,Card,na,236,236
yellow,VTS,2018-01-01T00:03:54.000000Z,2018-01-01T00:19:24.000000Z,Standard rate,,,,,6,2.64,12.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,13.8,Cash,na,48,68
yellow,VTS,2018-01-01T00:03:54.000000Z,2018-01-01T00:10:03.000000Z,Standard rate,,,,,2,1.1,6.0,0.5,0.5,1.46,0.0,0.0,0.3,0.0,8.76,Card,na,90,249
yellow,VTS,2018-01-01T00:03:54.000000Z,2018-01-01T00:21:32.000000Z,Standard rate,,,,,1,1.99,12.0,0.5,0.5,1.33,0.0,0.0,0.3,0.0,14.63,Card,na,79,68
yellow,CMT,2018-01-01T00:03:54.000000Z,2018-01-01T00:07:38.000000Z,Standard rate,,,,,1,0.8,5.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.3,Cash,na,264,264
yellow,CMT,2018-01-01T00:03:55.000000Z,2018-01-01T00:30:22.000000Z,Standard rate,,,,,2,2.0,16.5,0.5,0.5,2.0,0.0,0.0,0.3,0.0,19.8,Card,na,158,137
yellow,VTS,2018-01-01T00:03:55.000000Z,2018-01-01T00:31:22.000000Z,Standard rate,,,,,1,3.7,19.5,0.5,0.5,5.0,0.0,0.0,0.3,0.0,25.8,Card,na,239,116
yellow,VTS,2018-01-01T00:03:55.000000Z,2018-01-01T00:06:45.000000Z,Standard rate,,,,,2,0.37,3.5,0.5,0.5,0.96,0.0,0.0,0.3,0.0,5.76,Card,na,68,246
yellow,CMT,2018-01-01T00:03:56.000000Z,2018-01-01T00:13:51.000000Z,Standard rate,,,,,2,0.700000000000,7.5,0.5,0.5,1.75,0.0,0.0,0.3,0.0,10.55,Card,na,90,234
yellow,VTS,2018-01-01T00:03:56.000000Z,2018-01-01T00:15:46.000000Z,Standard rate,,,,,2,1.130000000000,9.0,0.5,0.5,2.06,0.0,0.0,0.3,0.0,12.36,Card,na,249,90
yellow,CMT,2018-01-01T00:03:56.000000Z,2018-01-01T00:31:06.000000Z,Standard rate,,,,,1,4.2,19.0,0.5,0.5,4.05,0.0,0.0,0.3,0.0,24.35,Card,na,231,48
green,CMT,2018-01-01T00:03:57.000000Z,2018-01-01T00:13:00.000000Z,Standard rate,,,,,1,1.7,8.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,9.8,Cash,Street hail,190,97
yellow,VTS,2018-01-01T00:03:57.000000Z,2018-01-01T00:31:20.000000Z,JFK,,,,,1,17.52,52.0,0.0,0.5,13.200000000000,0.0,0.0,0.3,0.0,66.0,Card,na,132,229
yellow,CMT,2018-01-01T00:03:57.000000Z,2018-01-01T00:16:09.000000Z,Standard rate,,,,,1,2.800000000000,11.5,0.5,0.5,2.550000000000,0.0,0.0,0.3,0.0,15.35,Card,na,224,231
yellow,VTS,2018-01-01T00:03:57.000000Z,2018-01-01T00:06:01.000000Z,Standard rate,,,,,1,0.470000000000,3.5,0.5,0.5,0.96,0.0,0.0,0.3,0.0,5.76,Card,na,113,114
yellow,VTS,2018-01-01T00:03:59.000000Z,2018-01-01T00:10:25.000000Z,Standard rate,,,,,1,0.62,5.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,6.8,Cash,na,75,75
yellow,CMT,2018-01-01T00:04:00.000000Z,2018-01-01T00:08:35.000000Z,Standard rate,,,,,1,1.1,6.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,7.3,Cash,na,43,43
green,CMT,2018-01-01T00:04:02.000000Z,2018-01-01T00:21:03.000000Z,Standard rate,,,,,1,3.6,14.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,15.8,Cash,Street hail,74,244
yellow,CMT,2018-01-01T00:04:02.000000Z,2018-01-01T00:18:01.000000Z,Standard rate,,,,,1,1.5,10.0,0.5,0.5,8.0,0.0,0.0,0.3,0.0,19.3,Card,na,231,79
green,VTS,2018-01-01T00:04:03.000000Z,2018-01-01T00:06:13.000000Z,Standard rate,,,,,1,0.24,3.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,4.8,Cash,Street hail,82,82
yellow,VTS,2018-01-01T00:04:03.000000Z,2018-01-01T00:09:37.000000Z,Standard rate,,,,,1,1.380000000000,7.0,0.5,0.5,1.660000000000,0.0,0.0,0.3,0.0,9.96,Card,na,239,151
yellow,VTS,2018-01-01T00:04:04.000000Z,2018-01-01T00:26:44.000000Z,Standard rate,,,,,1,8.03,25.5,0.5,0.5,0.0,0.0,0.0,0.3,0.0,26.8,Cash,na,142,45
